vax	E1h	dE12	dE13	p2	p3	masking	C0	w1	w2	q12	q13	q23	memGC	outP	outPC	rho				early	tmax	first	last
2	7	0.4	0.8	0.18	0.02	0	0.008	0	0.5	0	0	0	0	0.05	0.1	[[0.95, 0.4], [0.4, 0.95]]	0	360	1	200
2	7	0.4	0.8	0.18	0.02	0	0.008	0	0.5	0	0	0	0	0.05	0.1	[[0.95, 0.4], [0.4, 0.95]]	0	360	201	400
2	7	0.4	0.8	0.18	0.02	0	0.008	0	0.5	0	0	0	0	0.05	0.1	[[0.95, 0.4], [0.4, 0.95]]	0	360	401	600
2	7	0.4	0.8	0.18	0.02	0	0.008	0	0.5	0	0	0	0	0.05	0.1	[[0.95, 0.4], [0.4, 0.95]]	0	360	601	800
2	7	0.4	0.8	0.18	0.02	0	0.008	0	0.5	0	0	0	0	0.05	0.1	[[0.95, 0.4], [0.4, 0.95]]	0	360	801	1000
2	7	0.4	0.8	0.18	0.02	0	0.008	0	0.5	0	0	0	0	0.05	0.1	[[0.95, 0.4], [0.4, 0.95]]	0	360	1001	1200
2	7	0.4	0.8	0.18	0.02	0	0.008	0	0.5	0	0	0	0	0.05	0.1	[[0.95, 0.4], [0.4, 0.95]]	0	360	1201	1400
2	7	0.4	0.8	0.18	0.02	0	0.008	0	0.5	0	0	0	0	0.05	0.1	[[0.95, 0.4], [0.4, 0.95]]	0	360	1401	1600
2	7	0.4	0.8	0.18	0.02	0	0.008	0	0.5	0	0	0	0	0.05	0.1	[[0.95, 0.4], [0.4, 0.95]]	0	360	1601	1800
2	7	0.4	0.8	0.18	0.02	0	0.008	0	0.5	0	0	0	0	0.05	0.1	[[0.95, 0.4], [0.4, 0.95]]	0	360	1801	2000
2	7	0.4	0.8	0.18	0.02	0	0.008	0	0.5	0	0	0	0	0.05	0.1	[[0.9, 0.4], [0.4, 0.95]]	0	360	1	200
2	7	0.4	0.8	0.18	0.02	0	0.008	0	0.5	0	0	0	0	0.05	0.1	[[0.9, 0.4], [0.4, 0.95]]	0	360	201	400
2	7	0.4	0.8	0.18	0.02	0	0.008	0	0.5	0	0	0	0	0.05	0.1	[[0.9, 0.4], [0.4, 0.95]]	0	360	401	600
2	7	0.4	0.8	0.18	0.02	0	0.008	0	0.5	0	0	0	0	0.05	0.1	[[0.9, 0.4], [0.4, 0.95]]	0	360	601	800
2	7	0.4	0.8	0.18	0.02	0	0.008	0	0.5	0	0	0	0	0.05	0.1	[[0.9, 0.4], [0.4, 0.95]]	0	360	801	1000
2	7	0.4	0.8	0.18	0.02	0	0.008	0	0.5	0	0	0	0	0.05	0.1	[[0.9, 0.4], [0.4, 0.95]]	0	360	1001	1200
2	7	0.4	0.8	0.18	0.02	0	0.008	0	0.5	0	0	0	0	0.05	0.1	[[0.9, 0.4], [0.4, 0.95]]	0	360	1201	1400
2	7	0.4	0.8	0.18	0.02	0	0.008	0	0.5	0	0	0	0	0.05	0.1	[[0.9, 0.4], [0.4, 0.95]]	0	360	1401	1600
2	7	0.4	0.8	0.18	0.02	0	0.008	0	0.5	0	0	0	0	0.05	0.1	[[0.9, 0.4], [0.4, 0.95]]	0	360	1601	1800
2	7	0.4	0.8	0.18	0.02	0	0.008	0	0.5	0	0	0	0	0.05	0.1	[[0.9, 0.4], [0.4, 0.95]]	0	360	1801	2000
2	7	0.4	0.8	0.18	0.02	0	0.008	0	0.5	0	0	0	0	0.05	0.1	[[0.85, 0.4], [0.4, 0.95]]	0	360	1	200
2	7	0.4	0.8	0.18	0.02	0	0.008	0	0.5	0	0	0	0	0.05	0.1	[[0.85, 0.4], [0.4, 0.95]]	0	360	201	400
2	7	0.4	0.8	0.18	0.02	0	0.008	0	0.5	0	0	0	0	0.05	0.1	[[0.85, 0.4], [0.4, 0.95]]	0	360	401	600
2	7	0.4	0.8	0.18	0.02	0	0.008	0	0.5	0	0	0	0	0.05	0.1	[[0.85, 0.4], [0.4, 0.95]]	0	360	601	800
2	7	0.4	0.8	0.18	0.02	0	0.008	0	0.5	0	0	0	0	0.05	0.1	[[0.85, 0.4], [0.4, 0.95]]	0	360	801	1000
2	7	0.4	0.8	0.18	0.02	0	0.008	0	0.5	0	0	0	0	0.05	0.1	[[0.85, 0.4], [0.4, 0.95]]	0	360	1001	1200
2	7	0.4	0.8	0.18	0.02	0	0.008	0	0.5	0	0	0	0	0.05	0.1	[[0.85, 0.4], [0.4, 0.95]]	0	360	1201	1400
